,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Name,Base Race,Unk2-0,Graphics Data Skin Index,Graphics Data Hair,Graphics Data Complection X,Graphics Data Complection Y,Graphics Data Complection Z,Unk8-0,Stats Health,Stats Mana,Stats Absorbtion,Tuning Actions,Tuning Move,Attack Range,Stats To Hit,Stats Parry,Tuning Weapon Weight,Attack Weapon Type Id,Stats Danage Nub,Stats Damage Max,Skills General,Skills Steal,Skills Tame,Skills Peripheral,Senses Sight,Senses Infra,Senses SenseLife,Senses Hearing,Senses Smell,Senses Tracking,Detections Sight,Detections Infra,Detections SenseLife,Detections Hearing,Detections Smell,Detections Tracking,Common loot Probability,Common loot Mask,Common loot Min,Common loot Max,Rare loot Probability,Rare loot Mask,Rare loot Min,Rare loot Max,Items,Skills Elemental,Skills Senses,Skills Astral,Spells,Equipment Wears,Equipment Weapon №1,Graphics Data Info Window Scale,Graphics Data Altitude,Tuning To hit Random,Graphics Data Dialog Camera Distance,Graphics Data Dialog Camera,Graphics Data Dialog Camera Height,Attack Real Weapon Type Id,Graphics Data Detonation,Base Level,Equipment Weapon №2,Stats Exp
,DriadGreenA7,Driad,0,0,2,0.5,0.5,0.3,,80,19,13,110,1,8,61,52,1,5,14,11,35,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,38,154,10,0,0,0,material.steel [1],0,0,0,,,,1,0,40,0,0.5,0.5,9,0,7,,20
,DriadGreenA9,Driad,0,0,2,0.5,0.5,0.5,,110,24,16,110,1,8,77,65,1,5,17,14,45,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,154,614,10,0,0,0,material.steel [2],0,0,0,,,,1,0,40,0,0.5,0.5,9,0,9,,50
,DriadGreenA11,Driad,0,0,2,0.5,0.5,0.7,,140,29,19,110,1,8,93,78,1,5,20,17,55,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,614,2458,10,0,0,0,material.steel [3],0,0,0,,,,1,0,40,0,0.5,0.5,9,0,11,,90
,DriadGreenM7,Driad,0,0,2,0.5,0.5,0.4,,40,39,13,110,1,8,61,52,1,5,14,11,35,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,38,154,10,0,0,0,material.steel [1],35,35,35,lightning {e2},,,1,0,40,0,0.5,0.5,9,0,7,,20
,DriadGreenM9,Driad,0,0,2,0.5,0.5,0.6,,60,47,16,110,1,8,77,65,1,5,17,14,45,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,154,614,10,0,0,0,material.steel [2],45,45,45,lightning {e2;e1},,,1,0,40,0,0.5,0.5,9,0,9,,50
,DriadGreenM11,Driad,0,0,2,0.5,0.5,0.8,,70,57,19,110,1,8,93,78,1,5,20,17,55,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,614,2458,10,0,0,0,material.steel [3],55,55,55,lightning {e2;e2},,,1,0,40,0,0.5,0.5,9,0,11,,90
,DriadSnowA7,Driad,0,0,2,0.5,0.5,0.3,,80,19,13,110,1,8,61,52,1,5,14,11,35,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,38,154,10,0,0,0,material.steel [1],0,0,0,,,,1,0,40,0,0.5,0.5,9,0,7,,20
,DriadSnowA9,Driad,0,0,2,0.5,0.5,0.5,,110,24,16,110,1,8,77,65,1,5,17,14,45,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,154,614,10,0,0,0,material.steel [2],0,0,0,,,,1,0,40,0,0.5,0.5,9,0,9,,50
,DriadSnowA11,Driad,0,0,2,0.5,0.5,0.7,,140,29,19,110,1,8,93,78,1,5,20,17,55,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,614,2458,10,0,0,0,material.steel [3],0,0,0,,,,1,0,40,0,0.5,0.5,9,0,11,,90
,DriadSnowM7,Driad,0,0,2,0.5,0.5,0.4,,40,39,13,110,1,8,61,52,1,5,14,11,35,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,38,154,10,0,0,0,material.steel [1],35,35,35,lightning {e2},,,1,0,40,0,0.5,0.5,9,0,7,,20
,DriadSnowM9,Driad,0,0,2,0.5,0.5,0.6,,60,47,16,110,1,8,77,65,1,5,17,14,45,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,154,614,10,0,0,0,material.steel [2],45,45,45,lightning {e2;e1},,,1,0,40,0,0.5,0.5,9,0,9,,50
,DriadSnowM11,Driad,0,0,2,0.5,0.5,0.8,,70,57,19,110,1,8,93,78,1,5,20,17,55,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,614,2458,10,0,0,0,material.steel [3],55,55,55,lightning {e2;e2},,,1,0,40,0,0.5,0.5,9,0,11,,90
,DriadSnowQM9,Driad,0,0,2,0.5,0.5,0.6,,60,47,16,110,1,8,77,65,1,5,17,14,45,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,154,614,10,0,0,0,rune.r2,45,45,45,lightning {e2;e1},,,1,0,40,0,0.5,0.5,9,0,9,,50
,ElementalEarthF8,Elemental Earth,0,0,2,0.5,0.5,0.5,,70,21,14,51,1,0,69,58,1,8,15,13,40,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,0,0,10,0,0,0,material.rock [20],0,0,0,,,,1.5,0,40,0,0.7,0.7,15,0.1,8,,28
,ElementalIceF9,Elemental Ice,0,0,2,0.5,0.5,0.5,,140,29,19,51,1,0,93,78,1,8,20,17,55,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,0,0,10,0,0,0,elementalice00,0,0,0,,,,1.5,0,40,0,0.7,0.7,15,0.1,11,,90
,ElementalIceF11,Elemental Ice,0,0,2,0.5,0.5,0.7,,190,35,23,51,1,0,109,92,1,8,24,21,65,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,0,0,10,0,0,0,elementalice00_2,0,0,0,,,,1.5,0,40,0,0.7,0.7,15,0.2,13,,200
,ElementalIceF15,Elemental Ice,0,0,2,0.5,0.5,1,,320,51,33,51,1,0,141,118,1,8,35,31,85,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,0,0,10,0,0,0,elementalice00_3,0,0,0,,,,1.5,0,40,0,0.7,0.7,15,0.3,17,,1000
,ElementalLavaF12,Elemental Lava,0,0,2,0.5,0.5,0.75,,100,31,21,51,1,0,101,85,1,8,22,19,60,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,0,0,10,0,0,0,elementallava00,0,0,0,,,,1.5,0,40,0,0.7,0.7,15,0.2,12,,140
,EvileyeGreenM13,Beholder 2,0,0,2,0.5,0.5,0.5,,40,69,17,70,1,8,109,92,1,16,35,0,65,100,100,1.7,8.5,100,8.5,2.8,0,0,1,1,1,1,1,1,100,0,0,0,10,0,0,0,beholdereyes01,65,65,65,"arrow {e2;e2},fireball {e2;e2;t2;fe}",,,1.2,1,40,0,0.7,0.7,16,0,13,,200
,EvileyeGreenM15,Beholder 2,0,0,2,0.5,0.5,0.5,,50,84,21,70,1,8,125,105,1,16,42,0,75,100,100,1.7,8.5,100,8.5,2.8,0,0,1,1,1,1,1,1,100,0,0,0,10,0,0,0,beholdereyes01_2,75,75,75,"arrow {e2;e2;e1},fireball {e2;e2;e1;t2;fe}",,,1.2,1,40,0,0.7,0.7,16,0,15,,500
,EvileyeGreenM17,Beholder 2,0,0,2,0.5,0.5,0.5,,60,101,25,70,1,8,141,118,1,16,49,0,85,100,100,1.7,8.5,100,8.5,2.8,0,0,1,1,1,1,1,1,100,0,0,0,10,0,0,0,beholdereyes01_3,85,85,85,"arrow {e2;e2;e2},fireball {e2;e2;e2;t2;fe}",,,1.2,1,40,0,0.7,0.7,16,0,17,,1000
,EvileyeRedM12,Beholder,0,0,2,0.5,0.5,0.5,,80,63,21,70,1,8,101,85,1,16,35,0,60,100,100,1.7,8.5,100,8.5,2.8,0,0,1,1,1,1,1,1,100,0,0,0,10,0,0,0,beholdereyes00,60,60,60,"arrow {e2;e2},fireball {e2;e2;t2;fe}",,,1.2,1,40,0,0.7,0.7,16,0,12,,140
,EvileyeRedM14,Beholder,0,0,2,0.5,0.5,0.5,,110,76,25,70,1,8,117,98,1,16,42,0,70,100,100,1.7,8.5,100,8.5,2.8,0,0,1,1,1,1,1,1,100,0,0,0,10,0,0,0,beholdereyes00_2,70,70,70,"arrow {e2;e2;e1},fireball {e2;e2;e1;t2;fe}",,,1.2,1,40,0,0.7,0.7,16,0,14,,300
,EvileyeRedM16,Beholder,0,0,2,0.5,0.5,0.5,,140,92,30,70,1,8,133,112,1,16,49,0,80,100,100,1.7,8.5,100,8.5,2.8,0,0,1,1,1,1,1,1,100,0,0,0,10,0,0,0,beholdereyes00_3,80,80,80,"arrow {e2;e2;e2},fireball {e2;e2;e2;t2;fe}",,,1.2,1,40,0,0.7,0.7,16,0,16,,700
,EvileyeSimpleM5,Beholder 2,0,0,2,0.5,0.5,0.5,,27,32,11,70,1,8,45,38,1,16,21,0,25,100,100,1.7,8.5,100,8.5,2.8,0,0,1,1,1,1,1,1,100,0,0,0,10,0,0,0,beholderbigeye,25,25,25,arrow {e2;t2;fe},,,1.2,1,40,0,0.7,0.7,16,0,5,,10
,EvileyeSimpleM6,Beholder 2,0,0,2,0.5,0.5,0.5,,32,35,12,70,1,8,53,45,1,16,23,0,30,100,100,1.7,8.5,100,8.5,2.8,0,0,1,1,1,1,1,1,100,0,0,0,10,0,0,0,beholderbigeye_2,30,30,30,arrow {e2;t2;fe},,,1.2,1,40,0,0.7,0.7,16,0,6,,14
,EvileyeSimpleM7,Beholder 2,0,0,2,0.5,0.5,0.5,,40,39,13,70,1,8,61,52,1,16,25,0,35,100,100,1.7,8.5,100,8.5,2.8,0,0,1,1,1,1,1,1,100,0,0,0,10,0,0,0,beholderbigeye_3,35,35,35,arrow {e2;t2;fe},,,1.2,1,40,0,0.7,0.7,16,0,7,,20
,GoblinA1,Goblin_Sling,0,0,2,0.5,0.5,0.2,,25,11,7,122,1,8,13,12,1,5,8,6,5,100,100,1.7,8.5,100,0,2.8,0,10,1,1,1,1,1,1,100,0,1,2,10,0,0,0,,0,0,0,,,,1,0,40,0,0.7,0.7,11,0,1,,4
,GoblinA2,Goblin_Sling,0,0,2,0.5,0.5,0.4,,31,12,8,122,1,8,21,18,1,5,8,8,10,100,100,1.7,8.5,100,0,2.8,0,10,1,1,1,1,1,1,100,0,1,5,10,0,0,0,,0,0,0,,,,1,0,40,0,0.7,0.7,11,0,2,,5
,GoblinA3,Goblin_Sling,0,0,2,0.5,0.5,0.6,,40,13,9,122,1,8,29,25,1,5,9,8,15,100,100,1.7,8.5,100,0,2.8,0,10,1,1,1,1,1,1,100,0,2,10,10,0,0,0,,0,0,0,,,,1,0,40,0,0.7,0.7,11,0,3,,6
,GoblinF1,Goblin,0,0,2,0.5,0.5,0.2,,25,11,7,55,1,0,13,12,1,3,8,6,5,100,100,1.7,8.5,100,0,2.8,0,10,1,1,1,1,1,1,100,0,1,2,10,0,0,0,,0,0,0,,,,1,0,40,0,0.7,0.7,11,0,1,,4
,GoblinF2,Goblin,0,0,2,0.5,0.5,0.4,,31,12,8,55,1,0,21,18,1,3,8,8,10,100,100,1.7,8.5,100,0,2.8,0,10,1,1,1,1,1,1,100,0,1,5,10,0,0,0,,0,0,0,,,,1,0,40,0,0.7,0.7,11,0,2,,5
,GoblinF3,Goblin,0,0,2,0.5,0.5,0.6,,40,13,9,55,1,0,29,25,1,3,9,8,15,100,100,1.7,8.5,100,0,2.8,0,10,1,1,1,1,1,1,100,0,2,10,10,0,0,0,,0,0,0,,,,1,0,40,0,0.7,0.7,11,0,3,,6
,GoblinGogoF3,Goblin,0,0,2,0.5,0.5,0.7,,40,13,9,55,1,0,29,25,1,3,9,8,15,100,100,1.7,8.5,100,0,2.8,0,10,1,1,1,1,1,1,100,0,2,10,10,0,0,0,,0,0,0,,,,1,0,40,0,0.7,0.7,11,0,3,,6
,GoblinSentryF1,Goblin,0,0,2,0.5,0.5,0.2,,25,11,7,55,1,0,13,12,1,3,8,6,5,100,100,1.7,8.5,100,0,2.8,0,10,1,1,1,1,1,1,100,0,1,2,10,0,0,0,,0,0,0,,,,1,0,40,0,0.7,0.7,11,0,1,,4
,GolemHorizontalF20,Golem 2,0,0,2,0.5,0.5,0.3,,500,67,44,53,1,0,165,138,1,8,47,40,100,100,100,1.7,12.8,100,0,2.8,0,0,1.5,1,1.5,1,1,1,100,0,0,0,10,0,0,0,material.steel [6],0,0,0,,,,1.7,0,40,0,0.7,0.7,11,0,20,,4000
,GolemVerticalF20,Golem,0,0,2,0.5,0.5,0.1,,500,67,44,67,1,0,165,138,1,8,47,40,100,100,100,1.7,8.5,100,0,2.8,0,0,1.5,1,1.5,1,1,1,100,0,0,0,10,0,0,0,material.diamond [1],0,0,0,,,,1.7,0,40,0,0.7,0.7,11,0,20,,4000
,HareF0,Hare,0,0,2,0.5,0.5,0,,20,10,0,50,1,0,5,5,1,8,0,0,0,99,0,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,0,0,10,0,0,0,material.thin [1],0,0,0,,,,1,0,40,0,0.7,0.7,15,0,0,,0
,HorseRedF0,Horse,0,0,2,0.5,0.5,0.6,,20,10,0,50,1,0,5,5,1,8,0,0,0,99,0,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,0,0,10,0,0,0,material.thin [4],0,0,0,,,,1.1,0,40,0,0.7,0.7,15,0,0,,0
,HorseWhiteF0,Horse,0,0,2,0.5,0.5,0.3,,20,10,0,50,1,0,5,5,1,8,0,0,0,99,0,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,0,0,10,0,0,0,material.thin [4],0,0,0,,,,1.1,0,40,0,0.7,0.7,15,0,0,,0
,HyenaF6,Hyena,0,0,2,0.5,0.5,0.7,,70,18,12,63,1,0,53,45,1,8,12,11,30,100,30,1.7,8.5,100,0,2.8,2.83333,2.83333,1,1,1,1,1,1,100,0,0,0,10,0,0,0,hyenaskin,0,0,0,,,,0.8,0,40,0,0.7,0.7,15,0,6,,14
,OctopusHadaganM13,Octopus,0,0,2,0.5,0.5,0.5,,40,69,17,50,1,8,109,92,1,16,24,21,65,100,100,1.7,8.5,100,0,2.8,0,10,1,1,1,1,1,1,100,0,2458,9830,10,0,0,0,material.meteoric [1],65,65,65,"inv_lit {e2;e2},lightning {e2;e2},speed{d2;ff;t2}",,,1,0.2,40,0,0.7,0.7,16,0,13,,200
,OctopusHadaganM14,Octopus,0,0,2,0.5,0.5,0.5,,40,76,19,50,1,8,117,98,1,16,27,22,70,100,100,1.7,8.5,100,0,2.8,0,10,1,1,1,1,1,1,100,0,4915,19661,10,0,0,0,material.meteoric [1],70,70,70,"inv_lit {e2;e2;e1},lightning {e2;e2;e1},speed{d2;ff;t2}",,,1,0.2,40,0,0.7,0.7,16,0,14,,300
,OctopusHadaganM15,Octopus,0,0,2,0.5,0.5,0.5,,50,84,21,50,1,8,125,105,1,16,29,25,75,100,100,1.7,8.5,100,0,2.8,0,10,1,1,1,1,1,1,100,0,9830,39322,10,0,0,0,material.meteoric [1],75,75,75,"inv_lit {e2;e2;e1},lightning {e2;e2;e1},speed{d2;ff;t2}",,,1,0.2,40,0,0.7,0.7,16,0,15,,500
,OctopusHadaganM17,Octopus,0,0,2,0.5,0.5,0.5,,60,101,25,50,1,8,141,118,1,16,35,31,85,100,100,1.7,8.5,100,0,2.8,0,10,1,1,1,1,1,1,100,0,39322,157286,10,0,0,0,material.meteoric [2],85,85,85,"inv_lit {e2;e2;e2},lightning {e2;e2;e2},speed{d2;ff;t2}",,,1,0.2,40,0,0.7,0.7,16,0,17,,1000
,OctopusKaniaM11,Octopus,0,0,2,0.5,0.5,0.5,,29,57,19,50,1,8,93,78,1,16,20,17,55,100,100,1.7,8.5,100,0,2.8,0,10,1,1,1,1,1,1,100,0,614,2458,10,0,0,0,material.steel [1],55,55,55,"inv_lit {e2;e2},lightning {e2;e2},speed{d2;ff;t2}",,,1,0.2,40,0,0.7,0.7,16,0,11,,90
,OctopusKaniaM12,Octopus,0,0,2,0.5,0.5,0.5,,32,63,21,50,1,8,101,85,1,16,22,19,60,100,100,1.7,8.5,100,0,2.8,0,10,1,1,1,1,1,1,100,0,1229,4915,10,0,0,0,material.steel [1],60,60,60,"inv_lit {e2;e2},lightning {e2;e2},speed{d2;ff;t2}",,,1,0.2,40,0,0.7,0.7,16,0,12,,140
,OctopusKaniaM15,Octopus,0,0,2,0.5,0.5,0.5,,50,84,28,50,1,8,125,105,1,16,29,25,75,100,100,1.7,8.5,100,0,2.8,0,10,1,1,1,1,1,1,100,0,9830,39322,10,0,0,0,material.steel [2],75,75,75,"inv_lit {e2;e2;e1},lightning {e2;e2;e1},speed{d2;ff;t2}",,,1,0.2,40,0,0.7,0.7,16,0,15,,500
,OgreGipatF5,Ogre,0,0,2,0.5,0.5,0.1,,70,18,12,55,1,0,53,45,1,8,12,11,30,100,30,1.7,12.8,100,0,2.8,0,0,1.5,1,1.5,1,1,1,100,0,19,77,10,0,0,0,material.tanned thin [1],0,0,0,,,,2,0,40,0,0.7,0.7,12,0.2,6,,14
,OgreGipatF5S,Ogre,0,0,2,0.5,0.5,0.1,,70,18,12,55,1,0,53,45,1,8,12,11,30,30,100,1.7,12.8,100,0,2.8,0,0,1.5,1,1.5,1,1,1,100,0,19,77,10,0,0,0,material.tanned thin [1],0,0,0,,,,2,0,40,0,0.7,0.7,12,0.2,6,,14
,OgreGipatF6S,Ogre,0,0,2,0.5,0.5,0.3,,80,19,13,55,1,0,61,52,1,8,14,11,35,35,100,1.7,12.8,100,0,2.8,0,0,1.5,1,1.5,1,1,1,100,0,38,154,10,0,0,0,material.tanned thin [2],0,0,0,,,,2,0,40,0,0.7,0.7,12,0.4,7,,20
,OgreGipatF7,Ogre,0,0,2,0.5,0.5,0.6,,90,21,14,55,1,0,69,58,1,8,15,13,40,40,100,1.7,12.8,100,0,2.8,0,0,1.5,1,1.5,1,1,1,100,0,77,307,10,0,0,0,material.tanned thin [3],0,0,0,,,,2,0,40,0,0.7,0.7,12,0.5,8,,28
,OgreGipatF7S,Ogre,0,0,2,0.5,0.5,0.6,,90,21,14,55,1,0,69,58,1,8,15,13,40,40,100,1.7,12.8,100,0,2.8,0,0,1.5,1,1.5,1,1,1,100,0,77,307,10,0,0,0,material.tanned thin [3],0,0,0,,,,2,0,40,0,0.7,0.7,12,0.5,8,,28
,OgreGipatF9,Ogre,0,0,2,0.5,0.5,0.9,,120,26,17,55,1,0,85,72,1,8,18,16,50,50,100,1.7,12.8,100,0,2.8,0,0,1.5,1,1.5,1,1,1,100,0,307,1229,10,0,0,0,material.tanned thin [5],0,0,0,,,,2,0,40,0,0.7,0.7,12,0.8,10,,60
,OgreHadaganF13,OgreHadagan,0,0,2,0.5,0.5,0.6,,190,35,23,55,1,0,109,92,1,8,24,21,65,65,100,1.7,12.8,100,0,2.8,0,0,1.5,1,1.5,1,1,1,100,0,2458,9830,10,0,0,0,material.meteoric [1],0,0,0,,,,2,0,40,0,0.7,0.7,12,0.5,13,,200
,OgreHadaganF15,OgreHadagan,0,0,2,0.5,0.5,0.8,,250,42,28,55,1,0,125,105,1,8,29,25,75,75,100,1.7,12.8,100,0,2.8,0,0,1.5,1,1.5,1,1,1,100,0,9830,39322,10,0,0,0,material.meteoric [1],0,0,0,,,,2,0,40,0,0.7,0.7,12,0.7,15,,500
,OgreHadaganF17,OgreHadagan,0,0,2,0.5,0.5,1,,320,51,33,55,1,0,141,118,1,8,35,31,85,85,100,1.7,12.8,100,0,2.8,0,0,1.5,1,1.5,1,1,1,100,0,39322,157286,10,0,0,0,material.meteoric [1],0,0,0,,,,2,0,40,0,0.7,0.7,12,1,17,,1000
,OrcFemaleA3,Orc Female,0,0,2,0.5,0.5,0.5,,40,13,9,101,1,8,29,25,1,5,9,8,15,15,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,2,10,10,0,0,0,material.silicon [1],0,0,0,,,bone short bow.dry bones,1,0,40,0,0.7,0.7,9,0,3,,6
,OrcFemaleA5,Orc Female,0,1,2,0.5,0.5,0.75,,60,16,11,101,1,8,45,38,1,5,11,10,25,25,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,10,38,10,0,0,0,material.silicon [2],0,0,0,,,bone short bow.burned bones,1,0,40,0,0.7,0.7,9,0,5,,10
,OrcFemaleA7,Orc Female,0,2,2,0.5,0.5,1,,80,19,13,101,1,8,61,52,1,5,14,11,35,35,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,38,154,10,0,0,0,material.silicon [3],0,0,0,,,bone long bow.burned bones,1,0,40,0,0.7,0.7,9,0,7,,20
,OrcFemaleBowA3,Orc Female,0,0,2,0.5,0.5,0.5,,40,13,9,101,1,8,29,25,1,5,9,8,15,15,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,2,10,10,0,0,0,bone long bow.dry bones,0,0,0,,,bone short bow.decayed bones,1,0,40,0,0.7,0.7,9,0,3,,6
,OrcFemaleM3,Orc Female,0,3,2,0.5,0.5,0.5,,19,27,9,55,1,0,29,25,1,8,9,8,15,15,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,2,10,10,0,0,0,material.silicon [1],15,15,15,"arrow{e2},fireball {e2},firewall{e2},strength{d2}",,bone club.dry bones,1,0,40,0,0.7,0.7,13,0,3,,6
,OrcFemaleM5,Orc Female,0,3,2,0.5,0.5,0.75,,27,32,11,55,1,0,45,38,1,8,11,10,25,25,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,10,38,10,0,0,0,material.silicon [2],25,25,25,"arrow{e2},fireball {e2},firewall{e2},strength{d2}",,bone club.burned bones,1,0,40,0,0.7,0.7,13,0,5,,10
,OrcFemaleM7,Orc Female,0,3,2,0.5,0.5,1,,40,39,13,55,1,0,61,52,1,8,14,11,35,35,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,38,154,10,0,0,0,material.silicon [3],35,35,35,"arrow{e2},fireball {e2},firewall{e2},strength{d2}",,bone club.scrab bones,1,0,40,0,0.7,0.7,13,0,7,,20
,OrcFemaleRuneAM3,Orc Female,0,3,2,0.5,0.5,0.5,,19,27,9,55,1,0,29,25,1,8,9,8,15,15,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,2,10,10,0,0,0,rune.a1,15,15,15,"arrow{e2},fireball {e2},firewall{e2},strength{d2}",,bone club.dry bones,1,0,40,0,0.7,0.7,13,0,3,,6
,OrcFemaleRuneEM3,Orc Female,0,3,2,0.5,0.5,0.5,,19,27,9,55,1,0,29,25,1,8,9,8,15,15,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,2,10,10,0,0,0,rune.e1,15,15,15,"arrow{e2},fireball {e2},firewall{e2},strength{d2}",,bone club.dry bones,1,0,40,0,0.7,0.7,13,0,3,,6
,OrcFemaleRuneTM3,Orc Female,0,3,2,0.5,0.5,0.5,,19,27,9,55,1,0,29,25,1,8,9,8,15,15,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,2,10,10,0,0,0,rune.t1,15,15,15,"arrow{e2},fireball {e2},firewall{e2},strength{d2}",,bone club.dry bones,1,0,40,0,0.7,0.7,13,0,3,,6
,OrcFemaleRuneMM5,Orc Female,0,3,2,0.5,0.5,0.75,,27,32,11,55,1,0,45,38,1,8,11,10,25,25,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,10,38,10,0,0,0,rune.m1,25,25,25,"arrow{e2},fireball {e2},firewall{e2},strength{d2}",,bone club.burned bones,1,0,40,0,0.7,0.7,13,0,5,,10
,OrcFemaleRuneTM5,Orc Female,0,3,2,0.5,0.5,0.75,,27,32,11,55,1,0,45,38,1,8,11,10,25,25,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,10,38,10,0,0,0,rune.t1,25,25,25,"arrow{e2},fireball {e2},firewall{e2},strength{d2}",,bone club.burned bones,1,0,40,0,0.7,0.7,13,0,5,,10
,OrcMaleF3,Orc Male,0,0,2,0.5,0.5,0.6,,40,13,9,55,1,0,29,25,1,8,9,8,15,15,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,2,10,10,0,0,0,material.silicon [1],0,0,0,,,stone axe.silicon,1,0,40,0,0.7,0.7,13,0,3,,6
,OrcMaleF5,Orc Male,0,1,2,0.5,0.5,0.8,,60,16,11,55,1,0,45,38,1,8,11,10,25,25,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,10,38,10,0,0,0,material.silicon [2],0,0,0,,,stone axe.malachite,1,0,40,0,0.7,0.7,13,0,5,,10
,OrcMaleF7,Orc Male,0,2,2,0.5,0.5,1.2,,80,19,13,55,1,0,61,52,1,8,14,11,35,35,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,38,154,10,0,0,0,material.silicon [3],0,0,0,,,stone battle axe.silicon,1,0,40,0,0.7,0.7,13,0,7,,20
,OrcFemaleTribeLA5,Orc Female,0,1,2,0.5,0.5,0.75,,60,16,11,101,1,8,45,38,1,5,11,10,25,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,16,64,10,0,0,0,material.malachite [1],0,0,0,,,bone short bow.burned bones,1,0,40,0,0.7,0.7,9,0,5,,10
,OrcFemaleTribeLA7,Orc Female,0,2,2,0.5,0.5,1,,80,19,13,101,1,8,61,52,1,5,14,11,35,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,78,312,10,0,0,0,material.malachite [2],0,0,0,,,bone long bow.burned bones,1,0,40,0,0.7,0.7,9,0,7,,20
,OrcFemaleTribeLM5,Orc Female,0,3,2,0.5,0.5,0.75,,27,32,11,55,1,0,45,38,1,8,11,10,25,25,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,16,64,10,0,0,0,material.malachite [1],25,25,25,"arrow{e2},fireball {e2},firewall{e2},strength{d2}",,bone club.burned bones,1,0,40,0,0.7,0.7,13,0,5,,10
,OrcFemaleTribeLM7,Orc Female,0,3,2,0.5,0.5,1,,40,39,13,55,1,0,61,52,1,8,14,11,35,35,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,78,312,10,0,0,0,material.malachite [2],35,35,35,"arrow{e2},fireball {e2},firewall{e2},strength{d2}",,bone club.scrab bones,1,0,40,0,0.7,0.7,13,0,7,,20
,OrcMaleTribeLF5,Orc Male,0,1,2,0.5,0.5,0.8,,60,16,11,55,1,0,45,38,1,8,11,10,25,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,16,64,10,0,0,0,material.malachite [1],0,0,0,,,stone axe.malachite,1,0,40,0,0.7,0.7,13,0,5,,10
,OrcMaleTribeLF7,Orc Male,0,2,2,0.5,0.5,1.2,,80,19,13,55,1,0,61,52,1,8,14,11,35,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,78,312,10,0,0,0,material.malachite [2],0,0,0,,,stone battle axe.silicon,1,0,40,0,0.7,0.7,13,0,7,,20
